RER D: Villeneuve-Melun/Corbeil ralenti Axe concerné :Villeneuve Saint-Georges - Melun / Corbeil Essonnes / Malesherbes.Prévoir 10 à 15 minutes supplémentaires de trajet, dans ce sens.Fin des ralentissements estimée à 20h00.SNCF Transilien
Ligne L :  Bécon  non desservi Axe(s) concerné(s) :Paris/Saint-Nom la Bretèche Forêt de MarlyParis/Versailles Rive DroiteLa gare de Bécon les Bruyères est non desservie dans les deux sens de circulation.Arrêt à nouveau desservi à partir de 8h00.Les trains de l'axe Paris Saint-Lazare - Nanterre Université desservent normalement Bécon les Bruyères .Motif : bagage abandonné dans un train.SNCF Transilien
Ligne J: Argenteuil-Ermont interrompu Axe(s) concerné(s) :Paris/Ermont EaubonneTrafic interrompu dans les deux sens entre  et  .Reprise des circulations estimée à 18h00.Les gares de  et Ermont Eaubonne ne sont pas desservies.Les voyageurs souhaitant se déplacer entre Paris et Ermont Eaubonne, dans un sens ou dans l'autre, sont invités à emprunter les trains de ligne C du RER.Motif : dysfonctionnement d?un passage à niveau à Sannois.SNCF Transilien
METRO 7 : Trafic interrompu (La Courneuve 8 Mai 1945 - Villejuif Louis Aragon - Mairie d'Ivry) : En raison d'un dégagement de fumée, le trafic est interrompu entre les stations La Courneuve-8-Mai-1945 et Porte de la Villette. Navette de bus en remplacement en place.
RER C: Invalides non desservi. Axe concerné :Ensemble de la ligne.Invalides non desservi, en direction de Paris Austerlitz.Arrêt à nouveau desservi à partir de 16h30.Motif : bagage abandonné à Invalides.SNCF Transilien
Ligne R : Paris - Montargis/Montereau 18 janvier Des travaux de mise en accessibilité de la gare de Maisons Alfort Alfortville modifient la circulation des trains sur les axes Paris Gare de Lyon - Montereau et Paris Gare de Lyon - Montargis, le dimanche 18 janvier 2015 de 06h12 à 21h52. SNCF Transilien
Ligne U : suppressions La Défense / La Verrière Axe(s) concerné(s) :La Défense Grande Arche/La VerrièreTrain(s) supprimé(s) : - La Défense Grande Arche, départ 11h58 - La Verrière, arrivée 12h41RER A: La Défense-Auber interrompu Axe concerné :Ensemble de la ligne.Trafic interrompu entre La Défense Grande Arche et Auber, dans les deux sens.Reprise des circulations estimée à 23h30.La station Charles de Gaulle Etoile n'est pas desservie.Les RER en provenance de Poissy ou Cergy le Haut circulent jusqu'à . Pour aller jusqu'à Charles de Gaulle Etoile : * les clients à bord d'un RER en provenance et Poissy ou Cergy le Haut sont invités à descendre à La Défense, puis à emprunter la  du métro en correspondance.* les clients à bord d'un RER en provenance de Marne la Vallée Chessy ou Boissy Saint-Léger ont la possibilité de descendre à Auber, de rejoindre les stations Havre Caumartin ou Opéra, d'emprunter la  jusqu'à Villiers puis la  jusqu'à Charles de Gaulle Etoile.Pour se déplacer entre Charles de Gaulle Etoile et :* Paris Gare de Lyon ou Nation, il est conseillé de prendre la .Motif : ba
TRAMWAY T6 : Trafic interrompu Robert Wagner / Châtillon-Montrouge) : En raison d'un accident entre tiers sur la voie publique, le trafic est interrompu entre les arrêts VELIZY 2 et GEORGES POMPIDOU. Navette de remplacement en place.
TRAMWAY T6 : Trafic ralenti ( Robert Wagner / Châtillon-Montrouge) : En raison d'un accident entre tiers sur la voie publique, le trafic est ralenti sur la ligne.
Ligne P :suppression La Ferté Milon/Meaux Axe concerné :La Ferté Milon/MeauxTrain supprimé : - La Ferté Milon, départ 9h01 - Meaux, arrivée 9h36Ligne U: trafic ralenti Axe concerné :Ensemble de la ligne.Prévoir 20 à 30 minutes supplémentaires de trajet, dans les deux sens.Fin des ralentissements estimée à 19h30.Motif : panne d?un train à Versailles Chantiers.SNCF Transilien
