RER B :  trafic ralenti Axes concernés :ensemble de la lignePrévoir un allongement du temps de parcours de 10 à 20Motif : application de mesures de sécurité à Châtelet les HallesSNCF Transilien
Métro ligne 5: Trafic ralenti (Bobigny - Pablo Picasso - Place d'Italie) : En raison de divers incidents, le trafic est ralenti sur l'ensemble de la ligne. 
PERTURBATIONS DU 14 JANVIER AU 17 AVRIL 2015 Ligne 30-22 : Nous informons notre aimable clientèle qu'en raison de travaux de réfection de voirie rue Joffre sur la commune de Sannois du 14 janvier au 17 avril 2015, les arrêts "Hôtel de Ville", "Rue de Sannois" et "Stade Delaune" ne seront pas desservis en direction de la gare de Cernay uniquement. Durant cette période, merci de vous rendre à l'arrêt "Les Marronniers" de la ligne 30-11, desservi provisoirement par la ligne 30-22. Merci de votre compréhension. 
METRO 4 : Trafic interrompu  (Porte de Clignancourt – Mairie de Montrouge) : En raison d'un colis suspect, le trafic est interrompu entre Mairie de Montrouge et Vavin. 
Ligne J : ensemble de la ligne ralenti Axes concernés :ensemble de la ligne Prévoir 10 à 20 minutes supplémentaires de trajet, dans les deux sens.Fin des ralentissements estimée à 22h30.Motif : application de mesures de sécurité à Pont-Cardinet ( incident terminé )Retrouvez l?horaire de votre prochain train en temps réel sur les sites internet ou votre application. SNCF Transilien
RER E: Paris-Chelles ralenti Axe concerné :Haussmann Saint-Lazare/Chelles Gournay.Reprise progressive du trafic entre  et Chelles Gournay, dans les deux sens de circulation. Prévoir 10 à 15 minutes supplémentaires de trajet.Fin des ralentissements estimée à 15h30.Motif : accident de personne à Le Raincy Villemomble Montfermeil.Retrouvez l?horaire de votre prochain train en temps réel sur les sites internet ou votre application.SNCF Transilien
Ligne H : Creil - Persan beaumont ralenti Axe concerné :Creil - Persan BeaumontLe trafic reprend entre Persan Beaumont et Creil, dans les deux sens, avec un allongement du temps de parcours à prévoir jusqu'à 21h30.Motif : applications de mesures de sécurité à Creil ( incident terminé ) SNCF Transilien.
Metro ligne 6: pas d'arrêt à Picpus (Charles de Gaulle Etoile - Nation) : En raison de mesure de sécurité, les trains ne marquent pas l'arrêt à la station Picpus. La station est fermée au public. 
METRO 3: TRAFIC INTERROMPU Pont de Levallois Bécon - GallieniEn raison de la présence d'un colis suspect, le trafic est interrompu entre les stations Opéra et Villiers. 
Tram T3B: Trafic interrompu (Porte de Vincennes - Porte de la Chapelle) : En raison de mesure de sécurité, le trafic est interrompu entre les arrêts PORTE DE BAGNOLET et PORTE DE VINCENNES. 
Métro 1: Station Pt Vincenne et St Mandé fermées (Château de Vincennes - La Défense) : En raison de mesure de sécurité, les trains ne marquent pas l'arrêt aux stations Porte de Vincennes et Saint-Mandé. Ces stations sont fermées au public. 
VENDREDI 09/01/2015 - 18h45 Pour des raisons de sécurité les lignes 402 et 510 sont déviées. Ligne 402 : les arrêts "Le Damier", "Rue de la Serpente", "Les Carrières" et "La Treille" ne sont pas desservis.Ligne 510 : les arrêts "Labyrinthe", "Jean Vilar" et "Dédale" ne sont pas desservis.Nous vous prions de nous excuser pour les difficultés occasionnées. Pour des nouvelles actualisées, n'hésitez pas à vous connecter régulièrement sur notre site internet www.bus-tice.com, ou www.bus-tice.mobi à partir d'un smartphone.  
VENDREDI 09/01/2015 - 23h Pour des raisons de sécurité la ligne 402 est déviée vendredi 09 janvier jusqu'au dernier service.Les arrêts "Le Damier", "Rue de la Serpente", "Les Carrières" et "La Treille" ne sont pas desservis.Samedi 10 janvier : les lignes 402 et 510 circuleront normalement.La situation pouvant évoluer à tout moment, n'hésitez pas à vous connecter régulièrement sur notre site www.bus-tice.com pour des nouvelles actualisées ou contacter notre service clients au 0810 401 402 (prix d'un appel local).Nous vous remercions de votre compréhension et vous prions de bien vouloir nous excuser pour la gêne occasionnée.
Tram T3a: Trafic interrompu (Pont du Garigliano - Porte de Vincennes) : En raison de mesure de sécurité, le trafic est interrompu entre les arrêts PORTE DE CHARENTON et PORTE DE VINCENNES. 
Tramway T3A : Trafic interrompu  (Pont du Garigliano - Porte de Vincennes) : En raison de mesure de sécurité, le trafic est interrompu entre les arrêts PORTE DE CHARENTON et PORTE DE VINCENNES. 
TRAMWAY T3B : Interruption de trafic (Porte de Vincennes - Porte de la Chapelle) : En raison de mesure de sécurité, le trafic est interrompu entre les arrêts PORTE DE BAGNOLET et PORTE DE VINCENNES. 
RER D :  Châtelet non desservi Axes concernés :ensemble de la ligne .La gare de Châtelet les Halles n'est pas desservie jusqu'à 22h30, dans les deux sens .Motif : application de mesures de sécurité à Châtelet les HallesSNCF Transilien
