LIGNE 2 - 3 - 8 et 9 - RETOUR A LA NORMAL LIGNE 2 - 3 - 8 et 9 - RETOUR A LA NORMAL sur nos lignesEn raison de l'intervention des pompiers suite à un feu de maison à l'intersection de la rue du Lavoir de la Grande Pierre et de la rue de l'Abbaye, de fortes perturbations sont à prévoir sur les lignes 2, 3, 8 et 9 du Paladin. Des retards et des suppressions de courses sont à prévoir]._Merci de votre compréhension
Ligne J : trafic ralenti sur toute la ligne Axe(s) concerné(s) : ensemble de la ligneComptez 10 à 20 minutes supplémentaires de trajet, dans les deux sens.Fin des ralentissements estimée à 10h00.Motif : personnes sur les voies à Asnières-sur-Seine.Trouvez votre prochain train en temps réel sur la rubrique Prochains Départs des sites et de l'application.SNCF Transilien
PERTURBATIONS SUR LA LIGNE LES 03 ET 04 DECEMBRE Ligne 30-39 : Nous informons notre aimable clientèle qu'en raison de travaux d'enfouissements de réseau sur la commune de Saint-Brice-Sous-Forêt les 03 et 04 décembre 2014, de 8h00 à 16h30, les arrêts "Le Village", "Ecole Léon Rouvrais", "Fontaine St-Martin", "Planchette", "Le Clos" et "Mont de Veine" ne seront pas desservis. Veuillez vous rendre aux arrêts "Cimetière" ou "Centre Sapeurs-Pompiers".  Merci de votre compréhension. 
TVO Bus - ligne 34: Travaux J.Jaures Du lundi 1er décembre 2014 à partir de 22h00 au mardi 2 décembre 2014 à 06h00. Du mardi 2 décembre 2014 à partir de 22h00 au mercredi 3 décembre 2014 à 06h00.Les arrêts F. de Pressensé, Victor Hugo et Jaures Branchard ne seront pas desservis dans les 2 sens.L'arrêt Pont de Bezons sera reporté, dans les 2 sens, dans la gare de Bezons.Nous vous remercions de votre compréhension.
Epinay s/s Sénart - Quartier des Cinéastes C3 DEVI Epinay s/s Sénart - Quartier des Cinéastes C3 Texte : Nous vous informons que la déviation est de nouveau prolongée suite aux difficultés de circulation pour les bus le soir dans le quartier des Cinéastes à Epinay-Sous-Sénart, les départs en Gare de Brunoy ligne C3 de 20h52 et 22h07 seront terminus à Victor Hugo_ jusqu'au 31 Décembre 2014_.Merci de votre compréhension.
MOUVEMENT SOCIAL  En raison d'un mouvement social sur notre réseau TVF, le service sera fortement perturbé du Lundi 8 au Dimanche 14 Décembre 2014.L'information trafic sera régulierement mise à jour sur le site www.transdev- idf/réseau-bus-tvf
LIGNE 2 - 3 - 8 et 9 - TRAFIC PERTURBE En raison de l'intervention des pompiers suite à un feu de maison à l'intersection de la rue du Lavoir de la Grande Pierre et de la rue de l'Abbaye, de fortes perturbations sont à prévoir sur les lignes 2, 3, 8 et 9 du Paladin.Des retards et des suppressions de courses sont à prévoirNous vous tiendrons informé de l'évolution de la situation.Merci de votre compréhension
RER D: retards Paris-Orry jusqu'à 22h Axe concerné :Paris - Orry la Ville.Prévoir 10 à 30 minutes supplémentaires de trajet dans ce sens.Fin des ralentissements estimée à 22H00.Motif : panne d?un train à Maisons Alfort.Retrouvez l?horaire de votre prochain train en temps réel sur les sites internet ou votre application. SNCF Transilien
TRA- LIGNE 642  Suite à un acte d ' incivilité survenu cet apres-midi , la ligne sera déviée dans les deux sens et ce jusqu'à la fin de service.-Dernier arrêt desservi: Les Fougeres terminus Gare de Villepinte.-¨Les arrêts entre Les Fougeres et la gare de Villepinte ne seront plus desservis .
RER B : trafic perturbé sur toute la ligne Axe(s) concerné(s) : ensemble de la ligneComptez 10 à 15 minutes supplémentaires de trajet, dans les deux sens.Fin des ralentissements estimée à 10h30.Motif : incident affectant la voie en gare du Nord.Trouvez votre prochain train en temps réel sur la rubrique Prochains Départs des sites et de l'application.SNCF Transilien
Métro 5: trafic ralenti (Bobigny - Pablo Picasso - Place d'Italie) : En raison de mesure de sécurité Oberkampf,le trafic est ralenti sur l'ensemble de la ligne. L'arrêt n'est pas marqué à la station Oberkampf. 
Métro 9: trafic perturbé (Pont de Sèvres - Mairie de Montreuil) : En raison de mesure de sécurité, l'arrêt n'est pas marqué à la station Oberkampf. 
