Métro ligne 7: Travaux Station Chatelet Du 31 juillet au 23 octobre 2014 inclus :Les quais de la station Châtelet côté Métro 7 ne seront pas desservis. L'accès aux autres lignes de métro ainsi qu'aux lignes de RER reste maintenu. Pour vous rendre à la station Châtelet, veuillez emprunter les correspondances. 
PERTURBATIONS DU 17 AU 19 SEPTEMBRE 2014 Ligne 30-13 : Nous informons notre aimable clientèle qu'en raison de travaux de réfection de tapis sur la commune de Saint-Brice-sous-Forêt du 17 au 19 septembre 2014, les arrêts "Eglise" et "Boulevard de la Gare" ne seront pas desservis en direction de la gare uniquement. Merci de vous rendre provisoirement aux arrêts "Le Village" ou "Le Marais". Merci de votre compréhension. 
Métro Ligne 12: Trafic ralenti (Front Populaire - Mairie d'Issy) :En répercussion d'une panne de signalisation, le trafic ralenti sur l'ensemble de la ligne. 
RER A RATP: Trafic ralenti  (Saint-Germain-en-Laye - Poissy - Cergy Le Haut- Boissy-Saint-Léger - Marne-la-Vallée - Chessy) : En répercussion d'un malaise voyageur, le trafic est ralenti sur l'ensemble de la ligne. 
Bus RATP: Porte de Chatillon circulation difficile En raison de conditions de circulation difficile "accident à Porte de Châtillon", les lignes 21, 28, 38, 39, 188, 197, 216, 297, 299 , 395, PC1 et Orlybus sont fortement perturbées. En raison d'une circulation difficile sur l'A6, le trafic Orlybus est fortement perturbé, veuillez emprunter Orlyval à Antony ou le Tramway T7 à la station Villejuif Louis Aragon (M7) jusqu'à Aéroport d'Orly. 
TRA Perturbation sur le réseau Suite à un incident à la gare du Raincy , il y aura des perturbations sur le réseau . Néanmoins les lignes continuent d 'être assurées . _Merci de votre compréhension_. 
Métro ligne 12 : Trafic interrompu Front Populaire - Mairie d'IssyEn raison d'une panne de matériel à Falguière, le trafic est interrompu entre les stations Mairie d'Issy et Porte de Versailles.
18B : Nouveaux horaires au 15/09 La course de la 18B est avancée de 5 minutes le matin, en direction de MONTEREAU FAULT YONNENouveaux horaires au 15/09 Les courses au départ de "Ecole de Villemer" à 06H48 et 07H02 sont avancées de 2 mn chacune. 
9A : Nouveaux horaires au 15/09 La course de 5H53 au départ de PASSY est avancée de 5 minutes. 
PERTURBATIONS LE DIMANCHE 14 SEPTEMBRE 2014 Ligne 95-19 A : Nous informons notre aimable clientèle qu'en raison de la tenue d'une brocante sur la commune de Sannois le dimanche 14 septembre 2014 l'arrêt "Gambetta" ne sera pas desservi dans les deux sens du circuit. L'arrêt "Hôtel de Ville de Sannois" ne sera pas desservi en direction de Montigny/Beauchamp uniquement. Veuillez vous rendre à l'angle du commissariat. Merci de votre compréhension. 
