Ligne J: suppressions Paris-Cormeilles Axes concernés:Paris - Cormeilles en Parisis.Trains supprimés:Paris St-Lazare 18h50 - Cormeilles en Parisis 19h10, mission KAZAParis St-Lazare 19h50 - Cormeilles en Parisis 20h10, mission KAZACormeilles en Parisis 18h19 - Paris St-Lazare 18h40, mission PIZA.Cormeilles en Parisis 19h19 - Paris St-Lazare 19h40, mission PIZA.Mantes la Jolie 18h59 - Conflans Ste-Honorine 19h45, mission COFAMotif: avaries de matériel.SNCF Transilien
RER C : Paris/Dourdan ralenti Axe(s) concerné(s) :- Paris/Dourdan.Prévoir 20 à 30 minutes supplémentaires de trajet, dans les deux sens.Fin des ralentissements estimée à 21h30.Motif : accident routier (bris de barrières) sur un passage à niveau à Breuillet Village.SNCF Transilien
Mouvement social KEOLIS-CIF - ETAT du trafic ce Je Trafic fortement perturbé sur l'ensemble des lignes KEOLIS-CIF du dépôt de Goussainville pour une durée indéterminée.Site internet: keolis-cif.com et fileo.comlignes KEOLIS-CIF Goussainville: 01 34 38 88 87 (à partir de 5h)Lignes filéo: 0810 24 24 77 24h/24 et 7j/7IBUS: 01 48 62 38 33 à partir de 7h
Métro 3 Trafic ralenti : (Balard – Créteil - Pointe du Lac) : En raison d'une fin tardive de chantier, le trafic est ralenti de La Motte-Picquet-Grenelle vers Pointe du Lac. 
Métro 11 : trafic ralenti Châtelet - Mairie des Lilas) : En répercussion d'un malaise voyageur,le trafic est ralenti sur l'ensemble de la ligne
RER A Trafic ralenti : (Saint-Germain-en-Laye - Poissy - Cergy Le Haut- Boissy-Saint-Léger - Marne-la-Vallée - Chessy) : En raison de fin tardive de chantier, le trafic est ralenti de Saint-Germain-en-Laye vers Boissy-Saint-Leger. 
Ligne J : Paris/Mantes via Poissy ralenti Axe(s) concerné(s) :- Paris/Mantes la Jolie via Poissy.Prévoir 10 à 15 minutes supplémentaires de trajet, dans les deux sens.Fin des ralentissements estimée à 22h30.Motif : incident affectant la voie à Epône Mézières.SNCF Transilien
Tramway T3b : Trafic interrompu (Porte de Vincennes - Porte de la Chapelle) : En raison d'un accident grave de voyageur, le trafic est totalement interrompu sur la ligne. 
Ligne L : Paris/St-Nom/Versailles ralenti Axe(s) concerné(s) :- Paris/Saint-Nom la Bretèche Forêt de Marly,- Paris/Versailles Rive Droite.Prévoir 10 à 15 minutes supplémentaires de trajet, dans les deux sens.Fin des ralentissements estimée à 20h30.Motif : incident affectant la signalisation à Bécon les Bruyères (incident terminé).SNCF Transilien
Mouvement social KEOLIS-CIF - Etat du trafic ce je Trafic fortement perturbé sur l'ensemble des lignes KEOLIS-CIF du dépôt de Dammartin pour une durée indéterminée.Site internet: keolis-cif.com et fileo.comlignes KEOLIS-CIF dammartin: 01 60 54 54 53/54 (à partir de 5h)Lignes filéo: 0810 24 24 77 24h/24 et 7j/7IBUS: 01 48 62 38 33 à partir de 7h
Métro 9 Trafic ralenti : (Pont de Sèvres - Mairie de Montreuil) : En répercussion d'une panne de matériel, le trafic est ralenti sur l'ensemble de la ligne. Trafic normal sur les autres lignes de Métro. 
Métro 6 Trafic ralenti : (Charles de Gaulle Etoile - Nation) : En raison d'un incident technique, le trafic est ralenti sur la ligne. 
Déviation sur la ligne 8 le 06/05 de 13h à la fin du service En raison de travaux sur l?avenue François Mitterrand à Plaisir, nous vous informons que pour l?arrêt "P. Brossolette" vous devrez prendre le bus au niveau du giratoire situé à 100 mètres avant l?arrêt, en faisant signe au conducteur, le mercredi 6 mai 2015 de 13h00 à la fin du service. Merci de votre compréhension.
Ligne P : Esbly-Crécy la Chapelle interrompu Axe concerné:Esbly - Crécy la Chapelle.Trafic interrompu dans les deux sens.Reprise des circulation à partir de 21h10 au départ d'Esbly.Motif : avaries de matériel.SNCF Transilien
RER B Trafic ralenti : (Aéroport Charles de Gaulle - Mitry-Claye - Robinson - Saint-Rémy-lès-Chevreuse) : En répercussion d'un voyageur sur la voie à Bagneux, le trafic est ralenti de Bagneux vers Saint-Rémy-les-Chevreuse / Robinson. Trafic normal sur les autres lignes de RER. 
