RER E : Trafic interrompu Axe(s) concerné(s) :Paris Haussmann Saint Lazare/Chelles GournayParis Haussmann Saint Lazare/TournanLe trafic est interrompu dans les deux sens de circulation entre Haussmann Saint-Lazare et Noisy le Sec sur les axes :* * Pour se déplacer entre Paris et :* Pantin, les clients sont invités à prendre la  du métro.* Noisy le Sec, il est conseillé d'emprunter les lignes D ou H à Paris Nord jusqu'à Saint-Denis, puis le tramway .* Bondy, les voyageurs sont invités à emprunter la ligne B du RER jusqu'à Aulnay sous Bois puis la ligne de trams-trains T4, Aulnay sous Bois - Bondy.* Val de Fontenay, ou plus généralement, l'Est Parisien, les clients sont invités à prendre les trains de la ligne A du RER, axe : Paris / Val de Fontenay / Marne la Vallée.Reprise des circulations estimée à 15h00.Prévoir ensuite 15 à 20 minutes supplémentaires
Ligne J: axe Gisors ralenti Axe concerné :Paris/Pontoise/GisorsPrévoir 10 à 20 minutes supplémentaires de trajet, dans les deux sens.Fin des ralentissements estimée à 12h00.Motif : bris de barrières à un passage à niveau à Santeuil le Perchay.Retrouvez l?horaire de votre prochain train en temps réel sur les sites internet ou votre application. SNCF Transilien
Ligne  H: Pontoise-Valmondois interrompu. Axe concerné :Pontoise / Creil.Trafic interrompu entre  et , dans les deux sensReprise des circulations estimée à 12h00.Pour rejoindre ou quitter les gares decliquer sur le lien concerné.Prévoir ensuite 15 à 20 minutes supplémentaires de trajet.Motif : défaut d?alimentation électrique à Chaponval.Utilisez la fonction "Contourner" des sites et de l'application.SNCF Transilien
Métro 4 trafic ralenti : En répercussion d'un colis suspect, le trafic est ralenti sur l'ensemble de la ligne. 
RER B: Paris-Mitry ralenti. Axe concerné :Paris Nord / Mitry Claye.1 train sur 2 circule entre Aulnay-sous-Bois et Mitry-Claye, dans les deux sens.Une substitution routière est mise en place entre Mitry Claye et Aulnay dans les deux sens de circulation.Prévoir 15 à 20 minutes supplémentaires de trajet.Fin des ralentissements estimée à fin de soirée.Motif : défaut d?alimentation électrique à Mitry-Claye.Retrouvez l?horaire de votre prochain train en temps réel sur les sites internet ou votre application. SNCF Transilien
Métro 2 trafic ralenti : En raison d'un incident voyageur, le trafic est ralenti sur l'ensemble de la ligne. 
Ligne L: Noisy / St-Germain en bus. Axe concerné :Noisy le Roi / Saint-Germain en LayeLa circulation des trains est interrompue, dans les deux sens, entre  et .Les gares de, , Mareil Marly,  et  ne sont pas desservies.Une substitution routière est mise en place dans les deux sens avec desserte des gares intermédiaires. Reprise des circulations estimée à 13h00.Prévoir ensuite 10 minutes supplémentaires de trajet. Motif : obstacle sur la voie à Mareil Marly.Utilisez la fonction "Contourner" des sites et de l'application.SNCF Transilien
RER A : Arrêt La Défense non desservi : En raison d'un colis suspect en gare de La Défense (Grande-Arche), les trains ne marquent pas l'arrêt à cette gare. 
Ligne P :Trafic interrompu Axes concernés :Paris/CoulommiersParis/ProvinsParis/MeauxTrafic interrompu entre Paris Est et Noisy-le-Sec, dans les deux sensReprise des circulations estimée à 15h00.Prévoir ensuite 15 à 20 minutes supplémentaires de trajet.Motif : personnes sur les voies à Pantin.Utilisez la fonction "Contourner" des sites et de l'application.SNCF Transilien
Ligne P: axes Provins,Coulommiers perturbés Axe(s) concerné(s) :Paris Est - Coulommiers.Paris Est - Provins.Reprise progressive du trafic entre Paris Est et Provins / Coulommiers, dans les deux sensPrévoir 15 à 20 minutes supplémentaires de trajet.Fin des ralentissements estimée à 17h00.Motif : accident de personne à Roissy-en-Brie.Retrouvez l?horaire de votre prochain train en temps réel sur les sites internet ou votre application. SNCF Transilien
Ligne P :suppressions Meaux/La Ferté Milon Axes concernés :Meaux/La Ferté MilonTrains supprimés : Départ : Meaux 19h22, arrivée : La Ferté Milon : 19h54Départ La Ferté Milon : 20h01, arrivée : Meaux : 20h41.Un service de substitution routière est mis en place.Motif : train immobilisé en atelier de maintenance à Meaux.Retrouvez l?horaire de votre prochain train en temps réel sur les sites internet ou votre application. SNCF Transilien
RER A :  La Défense non desservi Axe concerné : ensemble de la ligneLa Défense non desservi, dans les deux sens.Arrêt à nouveau desservi à partir de 18h30.Motif : bagage abandonné à La Défense.SNCF Transilien
Ligne H: suppressions sur axe Pontoise. Les trains suivants sont supprimés:Paris Nord 08h11 - Pontoise 08h51, mission OPOC.Pontoise 09h06 - Paris Nord 09h47, mission APOR. Retrouvez l?horaire de votre prochain train en temps réel sur les sites internet ou votre application. SNCF Transilien
METRO LIGNE 13 : Trafic interrompu En raison d'une intervention des équipes techniques, le trafic est interrompu entre les stations Carrefour-Pleyel et Saint-Denis-Université. Retour à la normale à 08h50.  
RER LIGNE A : trafic interrompu En raison d'un obstacle sur la voie (chute d'arbre à Nogent sur-Marne), le trafic est interrompu entre les gares Fontenay-sous-Bois et Joinville-le-Pont. Reprise du trafic estimée à 11h00. 
POISSY - spectacle  - Ligne 24 déviée  En raison d'un spectacle, Place de la République à Poissy, le départ de Poissy de la ligne 24 à 19h05 en direction de St-Germain sera déviée par le Bd Gambetta. Les arrêts LE CEP et COMMISSARIAT ne seront pas desservis, merci de vous reporter vers les arrêts GARE SUD ou PRIMASENS. Merci de votre compréhension.
METRO LIGNE 8 : Trafic ralenti En raison d'un malaise voyageur, le trafic est ralenti de Michel Bizot vers Balard. 
Ligne K: Paris-Crépy ralenti Axe concerné :Paris Nord / Crépy en Valois. Prévoir 1 heure supplémentaire de trajet dans les deux sens.Motif : défaut d?alimentation électrique à Mitry-Claye.Retrouvez l?horaire de votre prochain train en temps réel sur les sites internet ou votre application. SNCF Transilien
